Identifiant_de_l_etablissement;Nom_etablissement;Type_etablissement;Statut_public_prive;Adresse_1;Adresse_2;Adresse_3;Code postal;Code_commune;Nom_commune;Code_departement;Code_academie;Code_region;Ecole_maternelle;Ecole_elementaire;Voie_generale;Voie_technologique;Voie_professionnelle;Telephone;Fax;Web;Mail;Restauration;Hebergement;ULIS;Apprentissage;Segpa;Section_arts;Section_cinema;Section_theatre;Section_sport;Section_internationale;Section_europeenne;Lycee_Agricole;Lycee_militaire;Lycee_des_metiers;Post_BAC;Appartenance_Education_Prioritaire;GRETA;SIREN_SIRET;Nombre_d_eleves;Fiche_onisep;position;Type_contrat_prive;Libelle_departement;Libelle_academie;Libelle_region;coordonnee_X;coordonnee_Y;epsg;nom_circonscription;latitude;longitude;precision_localisation;date_ouverture;date_maj_ligne;etat;ministere_tutelle;etablissement_multi_lignes;rpi_concentre;rpi_disperse;code_nature;libelle_nature;Code_type_contrat_prive;PIAL;etablissement_mere;type_rattachement_etablissement_mere;code_bassin_formation;libelle_bassin_formation
0341082S;Ecole maternelle Madeleine Renaud;Ecole;Public;360 avenue de Barcelone;;34080 MONTPELLIER;34080;34172;Montpellier;034;11;76;1;0;;;;0467754300;;;ce.0341082S@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;REP+;;21340172200946;128;;43.623889834292946,3.8177899659142107;SANS OBJET;Hérault;Montpellier;Occitanie;766023.5;6280879.8;EPSG:2154;Circonscription d'inspection du 1er degré de Montpellier Ouest;43.623889834292946;3.8177899659142107;Numéro de rue;1970-06-02;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0341278E;;;11120;MONTPELLIER NORD
0341160B;Ecole primaire privée Fénelon;Ecole;Privé;11 place SAINT APHRODISE;;34500 BEZIERS;34500;34032;Béziers;034;11;76;1;1;;;;0467498182;;;ce.0341160b@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;77598276200020;303;;43.34660128098315,3.2140899427386866;CONTRAT D'ASSOCIATION TOUTES CLASSES;Hérault;Montpellier;Occitanie;717368.2;6249741.0;EPSG:2154;Circonscription d inspection du 1er degré de Béziers Centre;43.34660128098315;3.2140899427386866;Numéro de rue;1971-03-26;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;;;;11071;BEZIERS
0341172P;Ecole primaire privée Sainte Marie;Ecole;Privé;7 rue du Cours Complémentaire;;34160 CASTRIES;34160;34058;Castries;034;11;76;1;1;;;;0434810662;;;ce.0341172p@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;77598954400017;226;;43.67800465164015,3.982449777039153;CONTRAT D'ASSOCIATION TOUTES CLASSES;Hérault;Montpellier;Occitanie;779241.7;6287045.0;EPSG:2154;Circonscription d'inspection du 1er degré de Castelnau le Lez;43.67800465164015;3.982449777039153;Numéro de rue;1971-03-26;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;;;;11119;LUNEL
0341191K;Ecole primaire privée Notre-Dame-Bonne-Nouvelle;Ecole;Privé;3 rue Aristide Olivier;;34000 MONTPELLIER;34000;34172;Montpellier;034;11;76;1;1;;;;0467585962;;;ce.0341191k@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;77605697000010;207;;43.60698504634958,3.881189962432673;CONTRAT ASSOCIATION PARTIE DES CLASSES;Hérault;Montpellier;Occitanie;771162.8;6279056.2;EPSG:2154;Circonscription d'inspection du 1er degré de Montpellier Est;43.60698504634958;3.881189962432673;Numéro de rue;1971-03-26;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;31;;;;11121;MONTPELLIER SUD
0341209E;Ecole primaire privée les Jonquilles - La Salle;Ecole;Privé;255 rue Croix de Figuerolles;;34070 MONTPELLIER;34070;34172;Montpellier;034;11;76;1;1;;;;0467043253;;;ce.0341209e@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;77605712700016;429;;43.605013842802705,3.850779738674031;CONTRAT D'ASSOCIATION TOUTES CLASSES;Hérault;Montpellier;Occitanie;768709.4;6278810.2;EPSG:2154;Circonscription d inspection du 1er degré de Montpellier Centre;43.605013842802705;3.850779738674031;Numéro de rue;1971-03-26;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;;;;11120;MONTPELLIER NORD
0341242R;Ecole primaire privée Notre Dame du Sous Bois;Ecole;Privé;20 rue Robespierre;;34200 SETE;34200;34301;Sète;034;11;76;1;1;;;;0467531475;;;ce.0341242r@ac-montpellier.fr;1;0;1;;;;;;;;;;;;;;;30989256000017;224;;43.40906245895513,3.6805802168568724;CONTRAT D'ASSOCIATION TOUTES CLASSES;Hérault;Montpellier;Occitanie;755152.1;6256898.2;EPSG:2154;Circonscription d'inspection du 1er degré de Sète;43.40906245895513;3.6805802168568724;Numéro de rue;1971-03-26;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;;;;11114;BASSIN DE THAU
0341254D;Ecole élémentaire Louis Pasteur;Ecole;Public;1 rue DU MISTRAL;;34250 PALAVAS LES FLOTS;34250;34192;Palavas-les-Flots;034;11;76;0;1;;;;0467509521;;;ce.0341254D@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340192000029;245;;43.531437072558944,3.9340997339483117;SANS OBJET;Hérault;Montpellier;Occitanie;775534.8;6270709.3;EPSG:2154;Circonscription d'inspection du 1er degré de Lattes;43.531437072558944;3.9340997339483117;Numéro de rue;1971-06-16;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0341537L;;;11119;LUNEL
0341291U;Ecole primaire;Ecole;Public;Avenue de la République;;34490 CAUSSES ET VEYRAN;34490;34061;Causses-et-Veyran;034;11;76;1;1;;;;0467257564;;;ce.0341291U@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21340061700022;38;;43.47572812296694,3.083909833515694;SANS OBJET;Hérault;Montpellier;Occitanie;706792.0;6264074.2;EPSG:2154;Circonscription d'inspection du 1er degré de Béziers Nord;43.47572812296694;3.083909833515694;Numéro de rue;1972-06-12;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;034026;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0340054Z;;;11071;BEZIERS
0341295Y;Ecole primaire André Espitalier;Ecole;Public;Impasse de la Syrah;;34320 FONTES;34320;34103;Fontès;034;11;76;1;1;;;;0467250266;;;ce.0341295Y@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340103700055;76;;43.54382537602399,3.3819420089903;SANS OBJET;Hérault;Montpellier;Occitanie;730879.2;6271714.1;EPSG:2154;Circonscription d'inspection du 1er degré de Pézenas;43.54382537602399;3.3819420089903;Rue;1972-06-12;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0340837A;;;11082;CENTRE HERAULT
0341297A;Ecole élémentaire les Garrigues - Simone Veil;Ecole;Public;1008 allées de l'Europe;;34990 JUVIGNAC;34990;34123;Juvignac;034;11;76;0;1;;;;0467754327;;;ce.0341297A@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340123500022;292;;43.61445691286328,3.805509782435533;SANS OBJET;Hérault;Montpellier;Occitanie;765042.8;6279821.3;EPSG:2154;Circonscription d'inspection du 1er degré Saint Jean de Védas - Hérault maternelle;43.61445691286328;3.805509782435533;Numéro de rue;1972-06-12;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0341278E;;;11120;MONTPELLIER NORD
0341299C;Ecole élémentaire Gustave Courbet;Ecole;Public;60 avenue Gustave Courbet;;34400 LUNEL VIEL;34400;34146;Lunel-Viel;034;11;76;0;1;;;;0467834681;;;ce.0341299C@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340146600098;321;;43.6774407207537,4.096472878843128;SANS OBJET;Hérault;Montpellier;Occitanie;788438.8;6287103.4;EPSG:2154;Circonscription d'inspection du 1er degré de Lunel;43.6774407207537;4.096472878843128;Rue;1972-06-12;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0341299C;;;11119;LUNEL
0341300D;Ecole élémentaire;Ecole;Public;125 avenue de la Paix;;34290 MONTBLANC;34290;34166;Montblanc;034;11;76;0;1;;;;0467985741;;;ce.0341300D@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21340166400023;163;;43.3947713960496,3.3667004497745037;SANS OBJET;Hérault;Montpellier;Occitanie;729723.9;6255141.0;EPSG:2154;Circonscription d'inspection du 1er degré de Béziers Nord;43.3947713960496;3.3667004497745037;Numéro de rue;1972-06-12;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0341387Y;;;11082;CENTRE HERAULT
0341310P;Ecole élémentaire;Ecole;Public;Impasse du Mille Club;;34380 ST MARTIN DE LONDRES;34380;34274;Saint-Martin-de-Londres;034;11;76;0;1;;;;0467550879;;;ce.0341310P@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21340274600027;231;;43.792786611589136,3.734680440932016;SANS OBJET;Hérault;Montpellier;Occitanie;759139.3;6299582.9;EPSG:2154;Circonscription d'inspection du 1er degré de Saint-Mathieu-de-Tréviers;43.792786611589136;3.734680440932016;Rue;1972-06-12;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0341424N;;;11124;PIC SAINT LOUP
0341316W;Ecole élémentaire Lou Mathoulet;Ecole;Public;Route Neuve;;34230 LE POUGET;34230;34210;Le Pouget;034;11;76;0;1;;;;0467887288;;;ce.0341316W@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340210000027;184;;43.591462467815326,3.5253294667746995;SANS OBJET;Hérault;Montpellier;Occitanie;742436.4;6277075.1;EPSG:2154;Circonscription d'inspection du 1er degré de Gignac;43.591462467815326;3.5253294667746995;Numéro de rue;1972-10-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0340364L;;;11082;CENTRE HERAULT
0341342Z;Ecole maternelle les Garrigues;Ecole;Public;1008 allées de l'Europe;;34990 JUVIGNAC;34990;34123;Juvignac;034;11;76;1;0;;;;0467754324;;;ce.0341342Z@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340123500030;172;;43.61440482767392,3.8050099468317837;SANS OBJET;Hérault;Montpellier;Occitanie;765002.5;6279815.1;EPSG:2154;Circonscription d'inspection du 1er degré Saint Jean de Védas - Hérault maternelle;43.61440482767392;3.8050099468317837;Numéro de rue;1973-06-15;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0341278E;;;11120;MONTPELLIER NORD
0341352K;Ecole primaire;Ecole;Public;56 rue de la Concorde;;34850 PINET;34850;34203;Pinet;034;11;76;1;1;;;;0467770347;;;ce.0341352K@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21340203500025;215;;43.40600572507705,3.508045056175806;SANS OBJET;Hérault;Montpellier;Occitanie;741172.8;6256453.2;EPSG:2154;Circonscription d'inspection du 1er degré de Sète;43.40600572507705;3.508045056175806;Numéro de rue;1973-06-15;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0342130F;;;11114;BASSIN DE THAU
0341353L;Ecole primaire;Ecole;Public;Rue des Ecoles;;34490 ST NAZAIRE DE LADAREZ;34490;34279;Saint-Nazaire-de-Ladarez;034;11;76;1;1;;;;0467895021;;;ce.0341353L@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21340279500024;16;;43.50942800930309,3.0753801808256913;SANS OBJET;Hérault;Montpellier;Occitanie;706098.0;6267819.2;EPSG:2154;Circonscription d'inspection du 1er degré de Béziers Nord;43.50942800930309;3.0753801808256913;Numéro de rue;1973-06-15;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;034026;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0340054Z;;;11071;BEZIERS
0341369D;Ecole élémentaire les Romarins;Ecole;Public;Rue de Sétif;;34500 BEZIERS;34500;34032;Béziers;034;11;76;0;1;;;;0467765238;;;ce.0341369D@ac-montpellier.fr;1;0;1;;;;;;;;;;;;;REP+;;21340032800273;196;;43.332846069546456,3.2583398960599825;SANS OBJET;Hérault;Montpellier;Occitanie;720963.0;6248222.7;EPSG:2154;Circonscription d'inspection du 1er degré de Béziers Ville;43.332846069546456;3.2583398960599825;Rue;1974-05-13;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0341321B;;;11071;BEZIERS
0341408W;Ecole élémentaire Jean Guy;Ecole;Public;2 rue de l'Abeuradaou;;34490 MURVIEL LES BEZIERS;34490;34178;Murviel-lès-Béziers;034;11;76;0;1;;;;0467378064;;;ce.0341408W@ac-montpellier.fr;1;0;1;;;;;;;;;;;;;;;21340178900036;185;;43.44161513231494,3.1478849470339743;SANS OBJET;Hérault;Montpellier;Occitanie;711977.5;6260290.1;EPSG:2154;Circonscription d'inspection du 1er degré de Béziers Nord;43.44161513231494;3.1478849470339743;Numéro de rue;1975-06-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0340054Z;;;11071;BEZIERS
0341415D;Ecole primaire Winston Churchill;Ecole;Public;424 rue du Lavandin;;34000 MONTPELLIER;34000;34172;Montpellier;034;11;76;1;1;;;;0467425464;;;ce.0341415D@ac-montpellier.fr;1;0;1;;;;;;;;;;;;;;;21340172200466;373;;43.59958413865211,3.854589534783563;SANS OBJET;Hérault;Montpellier;Occitanie;769023.6;6278210.1;EPSG:2154;Circonscription d inspection du 1er degré de Montpellier Centre;43.59958413865211;3.854589534783563;Numéro de rue;1975-06-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0341592W;;;11121;MONTPELLIER SUD
0341418G;Ecole maternelle Jacques Prévert;Ecole;Public;297 avenue Comté de Nice;;34080 MONTPELLIER;34080;34172;Montpellier;034;11;76;1;0;;;;0467756466;;;ce.0341418G@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;REP+;;21340172200748;76;;43.64259310705635,3.815719798623069;SANS OBJET;Hérault;Montpellier;Occitanie;765834.9;6282956.6;EPSG:2154;Circonscription d'inspection du 1er degré de Montpellier Nord;43.64259310705635;3.815719798623069;Numéro de rue;1975-06-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0340109J;;;11120;MONTPELLIER NORD
0341445L;Ecole maternelle Jeanne Deroin;Ecole;Public;88 rue Viollet Le Duc;;34070 MONTPELLIER;34070;34172;Montpellier;034;11;76;1;0;;;;0467755985;;;ce.0341445L@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340172200623;172;;43.60840100390914,3.836610005617759;SANS OBJET;Hérault;Montpellier;Occitanie;767561.1;6279174.4;EPSG:2154;Circonscription d inspection du 1er degré de Montpellier Centre;43.60840100390914;3.836610005617759;Numéro de rue;1976-05-20;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0340051W;;;11120;MONTPELLIER NORD
0341448P;Ecole maternelle les Sophoras;Ecole;Public;1  RUE DE LA FONT MARTIN;;34470 PEROLS;34470;34198;Pérols;034;11;76;1;0;;;;0467501473;;;ce.0341448P@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340198700036;129;;43.56576080079369,3.9522101125172187;SANS OBJET;Hérault;Montpellier;Occitanie;776953.2;6274541.4;EPSG:2154;Circonscription d'inspection du 1er degré de Lattes;43.56576080079369;3.9522101125172187;Numéro de rue;1976-05-20;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0341537L;;;11119;LUNEL
0341449R;Ecole élémentaire Georges Brassens;Ecole;Public;23 avenue du 11 Novembre 1918;;34410 SAUVIAN;34410;34298;Sauvian;034;11;76;0;1;;;;0467323353;;;ce.0341449R@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21340298500039;359;;43.29013239475902,3.259409602821446;SANS OBJET;Hérault;Montpellier;Occitanie;721065.4;6243474.8;EPSG:2154;Circonscription d'inspection du 1er degré de Béziers Sud;43.29013239475902;3.259409602821446;Numéro de rue;1976-05-20;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0342050U;;;11071;BEZIERS
0341478X;Ecole maternelle;Ecole;Public;8 rue Jules Ferry;;34110 MIREVAL;34110;34159;Mireval;034;11;76;1;0;;;;0467186292;;;ce.0341478X@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340159900039;112;;43.506796367041524,3.799219462368565;SANS OBJET;Hérault;Montpellier;Occitanie;764656.0;6267851.0;EPSG:2154;Circonscription d'inspection du 1er degré Saint Jean de Védas - Hérault maternelle;43.506796367041524;3.799219462368565;Numéro de rue;1977-09-05;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0342078Z;;;11121;MONTPELLIER SUD
0341501X;Ecole maternelle Prémerlet;Ecole;Public;Avenue de Premerlet;;34700 LODEVE;34700;34142;Lodève;034;11;76;1;0;;;;0467888607;;;ce.0341501X@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21340142500078;79;;43.73694500442511,3.3207598904679254;SANS OBJET;Hérault;Montpellier;Occitanie;725845.6;6293154.7;EPSG:2154;Circonscription d'inspection du 1er degré de Lodève;43.73694500442511;3.3207598904679254;Numéro de rue;1979-09-01;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0340117T;;;11082;CENTRE HERAULT
0341515M;Ecole maternelle Louise Michel;Ecole;Public;2 avenue Jean Mermoz;;34200 SETE;34200;34301;Sète;034;11;76;1;0;;;;0467533530;;;ce.0341515M@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;REP+;;21340301700246;62;;43.41483047265088,3.6634380681876513;SANS OBJET;Hérault;Montpellier;Occitanie;753757.6;6257527.5;EPSG:2154;Circonscription d'inspection du 1er degré de Sète;43.41483047265088;3.6634380681876513;Numéro de rue;1979-10-31;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0340115R;;;11114;BASSIN DE THAU
0341561M;Ecole maternelle René Cassin;Ecole;Public;Rue du Val des Garrigues;;34430 ST JEAN DE VEDAS;34430;34270;Saint-Jean-de-Védas;034;11;76;1;0;;;;0467277175;;;ce.0341561M@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340270400034;99;;43.56698687491652,3.826219527266334;SANS OBJET;Hérault;Montpellier;Occitanie;766770.2;6274563.0;EPSG:2154;Circonscription d'inspection du 1er degré Saint Jean de Védas - Hérault maternelle;43.56698687491652;3.826219527266334;Numéro de rue;1981-09-01;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0341276C;;;11121;MONTPELLIER SUD
0341593X;Ecole élémentaire Jean Macé;Ecole;Public;289 rue Saint Hilaire;;34070 MONTPELLIER;34070;34172;Montpellier;034;11;76;0;1;;;;0467644060;;;ce.0341593X@ac-montpellier.fr;1;0;1;;;;;;;;;;;;;;;21340172201480;202;;43.592972091274454,3.8970294903597034;SANS OBJET;Hérault;Montpellier;Occitanie;772459.6;6277513.3;EPSG:2154;Circonscription d'inspection du 1er degré de Montpellier Sud;43.592972091274454;3.8970294903597034;Numéro de rue;1984-09-01;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0341277D;;;11121;MONTPELLIER SUD
0341650J;Ecole maternelle Paul Balmigère;Ecole;Public;Rue du 6 Juin 1944;;34500 BEZIERS;34500;34032;Béziers;034;11;76;1;0;;;;0467317848;;;ce.0341650J@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;REP+;;21340032800638;45;;43.350540940711895,3.2241600585498604;SANS OBJET;Hérault;Montpellier;Occitanie;718183.9;6250181.2;EPSG:2154;Circonscription d inspection du 1er degré de Béziers Centre;43.350540940711895;3.2241600585498604;Numéro de rue;1985-09-07;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0340836Z;;;11071;BEZIERS
0341683V;Ecole maternelle;Ecole;Public;Avenue de Sète;;34540 BALARUC LE VIEUX;34540;34024;Balaruc-le-Vieux;034;11;76;1;0;;;;0467519874;;;ce.0341683V@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21340024500055;91;;43.4593184314355,3.687260292938316;SANS OBJET;Hérault;Montpellier;Occitanie;755644.8;6262488.8;EPSG:2154;Circonscription d'inspection du 1er degré de Frontignan Littoral;43.4593184314355;3.687260292938316;Numéro de rue;1987-05-07;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0342224H;;;11114;BASSIN DE THAU
0341686Y;Ecole maternelle la Farandole;Ecole;Public;Route Neuve;;34230 LE POUGET;34230;34210;Le Pouget;034;11;76;1;0;;;;0467962088;;;ce.0341686Y@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21340210000035;113;;43.5912148522072,3.5251798860276615;SANS OBJET;Hérault;Montpellier;Occitanie;742424.5;6277047.5;EPSG:2154;Circonscription d'inspection du 1er degré de Gignac;43.5912148522072;3.5251798860276615;Numéro de rue;1987-05-07;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0340364L;;;11082;CENTRE HERAULT
0341723N;Ecole élémentaire Denis Blanquet;Ecole;Public;Place Pierre Masse;;34260 LE BOUSQUET D ORB;34260;34038;Le Bousquet-d'Orb;034;11;76;1;1;;;;0467238649;;;ce.0341723N@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21340038500034;96;;43.69474816465601,3.1643899452136086;SANS OBJET;Hérault;Montpellier;Occitanie;713255.7;6288426.6;EPSG:2154;Circonscription d'inspection du 1er degré de Bédarieux;43.69474816465601;3.1643899452136086;Numéro de rue;1988-03-16;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0340119V;;;11082;CENTRE HERAULT
0341778Y;Ecole élémentaire Akira Kurosawa;Ecole;Public;51 rue Arnault Peyre;;34080 MONTPELLIER;34080;34172;Montpellier;034;11;76;0;1;;;;0467752834;;;ce.0341778Y@ac-montpellier.fr;1;0;1;;;;;;;;;;;;;REP+;;21340172200300;256;;43.63908390293688,3.820601129656389;SANS OBJET;Hérault;Montpellier;Occitanie;766232.9;6282570.7;EPSG:2154;Circonscription d'inspection du 1er degré de Montpellier Nord;43.63908390293688;3.820601129656389;Rue;1990-09-01;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0340109J;;;11120;MONTPELLIER NORD
0341811J;Ecole élémentaire Jean Zay;Ecole;Public;85 avenue Alphonse Juin;;34000 MONTPELLIER;34000;34172;Montpellier;034;11;76;0;1;;;;0467026636;;;ce.0341811J@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21340172201159;198;;43.61878540615223,3.897789861440865;SANS OBJET;Hérault;Montpellier;Occitanie;772488.4;6280382.7;EPSG:2154;Circonscription d'inspection du 1er degré de Montpellier Est;43.61878540615223;3.897789861440865;Numéro de rue;1991-09-01;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0341421K;;;11121;MONTPELLIER SUD
0341841S;Ecole maternelle;Ecole;Public;Rue des Aires;;34820 ASSAS;34820;34014;Assas;034;11;76;1;0;;;;0467597725;;;ce.0341841S@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21340014600030;46;;43.70260278600948,3.9006205525339044;SANS OBJET;Hérault;Montpellier;Occitanie;772610.7;6289699.8;EPSG:2154;Circonscription d'inspection du 1er degré de Saint-Mathieu-de-Tréviers;43.70260278600948;3.9006205525339044;Numéro de rue;1992-09-01;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0341826A;;;11124;PIC SAINT LOUP
0341850B;Ecole élémentaire Jean Moulin;Ecole;Public;Boulevard des Sports;;34000 MONTPELLIER;34000;34172;Montpellier;034;11;76;0;1;;;;0467726817;;;ce.0341850B@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21340172200698;144;;43.61892962001185,3.891529833060409;SANS OBJET;Hérault;Montpellier;Occitanie;771982.8;6280393.0;EPSG:2154;Circonscription d'inspection du 1er degré de Montpellier Est;43.61892962001185;3.891529833060409;Numéro de rue;1992-09-01;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0341421K;;;11121;MONTPELLIER SUD
0341925H;Ecole maternelle Jules Michelet;Ecole;Public;Rue des Araucarias;;34080 MONTPELLIER;34080;34172;Montpellier;034;11;76;1;0;;;;0467100605;;;ce.0341925H@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;REP+;;21340172201555;148;;43.61572412272844,3.8387801528112284;SANS OBJET;Hérault;Montpellier;Occitanie;767727.7;6279990.1;EPSG:2154;Circonscription d'inspection du 1er degré de Montpellier Nord;43.61572412272844;3.8387801528112284;Numéro de rue;1995-09-01;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0340955D;;;11120;MONTPELLIER NORD
0341951L;Ecole élémentaire Edouard Herriot;Ecole;Public;94 rue Pasteur;;34500 BEZIERS;34500;34032;Béziers;034;11;76;0;1;;;;0467368092;;;ce.0341951L@ac-montpellier.fr;1;0;1;;;;;;;;;;;;;;;21340032800695;292;;43.33718689051437,3.227789470804182;SANS OBJET;Hérault;Montpellier;Occitanie;718482.6;6248697.6;EPSG:2154;Circonscription d inspection du 1er degré de Béziers Centre;43.33718689051437;3.227789470804182;Numéro de rue;1996-09-01;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0340016H;;;11071;BEZIERS
